	Word	PoS	FrIm		LL		FrIn

	solar	Adj	5	-	180.9	16
	supplying	Verb	2	-	180.8	12
	compliment	NoC	11	+	180.7	3
	explanations	NoC	7	-	180.6	21
	possibilities	NoC	13	-	180.6	30
	careful	Adj	71	+	180.2	45
	Switzerland	NoP	6	-	180.1	19
	hygiene	NoC	2	-	180.0	10
	ethics	NoC	2	-	179.9	11
	brings	Verb	18	-	179.7	37
	autumn	NoC	25	-	179.6	47
	sexuality	NoC	5	-	179.3	18
	subdued	Adj	11	+	179.3	3
	finals	NoC	2	-	179.3	11
	swim	Verb	18	+	179.1	7
	building	Verb	15	-	179.0	32
	otherwise	Adv	63	-	179.0	94
	regard	NoC	7	-	178.7	21
	appropriately	Adv	2	-	178.7	12
	days	NoC	383	+	178.6	319
	intended	Verb	53	-	178.4	82
	principal	NoC	2	-	178.3	11
	view	Verb	6	-	178.2	19
	succession	NoC	9	-	177.9	24
	amazed	Adj	18	+	177.9	6
	line	NoC	185	-	177.8	237
	deserted	Adj	14	+	177.8	5
	stuck	Adj	21	+	177.7	8
	ACE	NoP	12	+	177.6	3
	amounted	Verb	3	-	177.6	13
	passive	Adj	5	-	177.6	17
	male	NoC	10	-	177.5	25
	lazy	Adj	17	+	177.5	6
	essays	NoC	2	-	177.5	10
	waking	Verb	12	+	177.4	3
	chart	NoC	6	-	177.4	19
	hairy	Adj	10	+	177.4	2
	released	Verb	35	-	177.4	60
	allowed	Verb	115	-	177.4	156
	bottles	NoC	31	+	177.4	15
	clumsy	Adj	12	+	177.3	3
	Picasso	NoP	2	-	177.2	11
	secured	Verb	9	-	177.1	23
	integrity	NoC	6	-	177.0	19
	mark	Verb	13	-	177.0	29
	imperial	Adj	13	-	176.9	30
	typewriter	NoC	11	+	176.9	3
	gratitude	NoC	17	+	176.9	6
	contemporaries	NoC	2	-	176.8	12
	hotels	NoC	13	-	176.8	29
	predators	NoC	2	-	176.8	10
	illustrations	NoC	3	-	176.6	12
	recorded	Adj	2	-	176.5	10
	resident	Adj	4	-	176.4	15
	better	Adj	243	+	176.4	193
	wary	Adj	18	+	176.3	7
	mines	NoC	5	-	176.3	18
	pad	NoC	14	+	176.2	5
	pound	NoC	16	-	176.1	34
	unexpectedly	Adv	20	+	176.1	8
	indignation	NoC	11	+	176.0	3
	contact	NoC	43	-	176.0	69
	emerges	Verb	3	-	176.0	13
	presenting	Verb	5	-	176.0	17
	VII / vii	Num	2	-	176.0	11
	runners	NoC	2	-	175.9	10
	Sainsbury	NoP	2	-	175.9	10
	useless	Adj	24	+	175.8	11
	prizes	NoC	3	-	175.6	14
	wants	Verb	101	+	175.6	70
	Holland	NoP	6	-	175.6	19
	fiery	Adj	13	+	175.6	4
	indicator	NoC	2	-	175.6	11
	precise	Adj	17	-	175.6	35
	delicate	Adj	32	+	175.5	16
	perfume	NoC	13	+	175.4	4
	dress	Verb	19	+	175.2	8
	expressing	Verb	6	-	175.2	18
	star	NoC	44	-	175.1	70
	restored	Verb	9	-	175.0	23
	bulletin	NoC	2	-	175.0	11
	uniformed	Adj	10	+	174.9	3
	legally	Adv	4	-	174.9	14
	Sheila	NoP	18	+	174.8	7
	climb	Verb	28	+	174.8	13
	realising	Verb	17	+	174.8	6
	grab	Verb	17	+	174.6	6
	afterwards	Adv	65	+	174.5	41
	Q / q	Lett	5	-	174.3	17
	insists	Verb	3	-	174.3	13
	windscreen	NoC	12	+	173.9	3
	shoot	Verb	26	+	173.6	12
	little	DetP	162	-	173.6	209
	jar	NoC	14	+	173.6	4
	mineral	NoC	4	-	173.5	15
	architect	NoC	7	-	173.4	20
	failing	Verb	11	-	173.3	26
	correspondence	NoC	6	-	173.3	19
	implied	Verb	7	-	173.2	20
	demand	Verb	11	-	172.9	26
	lock	Verb	14	+	172.7	4
	arse	NoC	11	+	172.7	3
	stamped	Verb	14	+	172.6	4
	subjected	Verb	5	-	172.6	16
	isolated	Adj	7	-	172.5	20
	interpret	Verb	5	-	172.5	16
	gather	Verb	27	+	172.5	13
	design	Verb	3	-	172.5	12
	customs	NoC	12	-	172.5	28
	ambiguity	NoC	2	-	172.2	11
	escape	Verb	47	+	172.1	27
	speed	NoC	50	-	172.0	78
	Chicago	NoP	4	-	172.0	14
	heading	Verb	32	+	171.8	16
	workshop	NoC	8	-	171.7	22
	Hyde	NoP	13	+	171.6	4
	transform	Verb	2	-	171.6	12
	precious	Adj	30	+	171.6	15
	sweeping	Verb	11	+	171.5	3
	convent	NoC	13	+	171.4	4
	poorer	Adj	2	-	171.4	11
	sore	Adj	15	+	171.3	5
	advances	NoC	4	-	171.2	15
	major	NoC	23	+	171.2	10
	wines	NoC	4	-	171.2	14
	movements	NoC	30	-	170.9	53
	closely	Adv	40	-	170.9	65
	draws	Verb	4	-	170.8	14
	obeyed	Verb	11	+	170.5	3
	strengthened	Verb	3	-	170.5	13
	veil	NoC	12	+	170.4	3
	crop	NoC	7	-	170.4	19
	suspicions	NoC	15	+	170.4	5
	arrangement	NoC	20	-	170.3	39
	operator	NoC	7	-	170.2	19
	serving	Verb	14	-	170.1	30
	resolve	Verb	6	-	170.0	18
	Gerald	NoP	20	+	170.0	8
	beyond	Adv	24	+	169.8	11
	Alfred	NoP	24	+	169.7	11
	casual	Adj	32	+	169.6	16
	crews	NoC	3	-	169.5	13
	bureau	NoC	6	-	169.4	18
	farms	NoC	8	-	169.3	22
	colonies	NoC	3	-	169.2	13
	alone	Adv	105	+	169.2	74
	definitely	Adv	39	+	169.1	21
	approached	Verb	47	+	168.9	27
	selecting	Verb	2	-	168.7	12
	repeatedly	Adv	5	-	168.7	16
	Madrid	NoP	2	-	168.6	11
	dolphin	NoC	2	-	168.5	10
	left-wing	Adj	2	-	168.4	10
	pub	NoC	55	+	168.3	33
	talk	NoC	59	+	168.3	36
	blind	Adj	40	+	168.3	22
	skipper	NoC	2	-	168.2	11
	lean	Verb	14	+	168.1	4
	performing	Verb	5	-	168.0	16
	ordinary	Adj	48	-	167.8	75
	anguish	NoC	14	+	167.5	4
	greeks	NoC	2	-	167.5	11
	acquiring	Verb	2	-	167.5	11
	assisted	Verb	3	-	167.4	12
	belt	NoC	35	+	167.4	18
	Harley	NoP	10	+	167.3	3
	cattle	NoC	14	-	167.2	31
	heading	NoC	3	-	167.1	12
	depths	NoC	22	+	166.8	9
	Sydney	NoP	3	-	166.7	13
	Hudson	NoP	16	+	166.7	5
	pike	NoC	12	+	166.4	4
	padded	Adj	10	+	166.4	3
	journals	NoC	3	-	166.4	13
	served	Verb	48	-	166.1	75
	delay	NoC	12	-	166.0	27
	advise	Verb	10	-	166.0	24
	static	Adj	4	-	165.8	15
	lengthy	Adj	4	-	165.8	15
	deprivation	NoC	2	-	165.7	11
	feasible	Adj	2	-	165.7	11
	heat	NoC	78	+	165.5	51
	treacherous	Adj	10	+	165.3	3
	rim	NoC	15	+	165.3	5
	acting	Verb	27	-	165.2	48
	undoubtedly	Adv	13	-	165.1	29
	lesser	Adj	9	-	165.1	22
	headquarters	NoC	16	-	165.1	33
	similarity	NoC	2	-	165.0	10
	obviously	Adv	114	+	164.9	82
	manage	Verb	57	+	164.8	35
	suffer	Verb	21	-	164.8	40
	neutral	Adj	7	-	164.8	20
	repeated	Adj	3	-	164.6	13
	dashed	Verb	13	+	164.6	4
	recognise	Verb	22	-	164.5	42
	fiction	NoC	10	-	164.4	24
	Wright	NoP	10	-	164.3	24
	symmetry	NoC	2	-	164.3	10
	sinking	Verb	12	+	164.2	4
	reliable	Adj	12	-	164.1	28
	Christie	NoP	5	-	164.1	16
	journalists	NoC	9	-	164.0	22
	twenty-four	Num	19	+	163.9	8
	deals	NoC	4	-	163.9	15
	added	Verb	185	+	163.7	143
	Barbara	NoP	29	+	163.7	14
	merit	NoC	3	-	163.7	12
	weird	Adj	18	+	163.7	7
	maxim	NoC	13	+	163.6	4
	about	Adv	469	+	163.5	400
	plane	NoC	53	+	163.4	32
	m.	NoC	16	-	163.3	33
	fuss	NoC	17	+	163.3	6
	L / l	Lett	12	-	163.0	27
	graveyard	NoC	10	+	162.9	3
	coaches	NoC	2	-	162.8	11
	synthetic	Adj	2	-	162.7	10
	prior	Adj	5	-	162.6	16
	poetry	NoC	18	-	162.4	36
	amount	Verb	2	-	162.1	10
	Indies	NoP	3	-	162.1	12
	wipe	Verb	14	+	162.0	5
	comforting	Adj	11	+	162.0	3
	so much as	Adv	13	+	161.9	4
	poem	NoC	13	-	161.9	29
	finds	Verb	17	-	161.9	34
	gaining	Verb	5	-	161.7	16
	light	Verb	17	+	161.6	6
	lungs	NoC	18	+	161.4	7
	I / i	Lett	22	-	161.4	41
	stating	Verb	3	-	161.3	13
	medal	NoC	4	-	161.2	14
	Englishman	NoC	17	+	161.2	6
	attempted	Adj	3	-	161.1	12
	swallow	Verb	13	+	161.1	4
	apprehension	NoC	13	+	161.1	4
	damage	Verb	5	-	161.0	16
	shelter	NoC	25	+	161.0	12
	misery	NoC	24	+	161.0	11
	guarantee	Verb	5	-	160.9	17
	clergy	NoC	6	-	160.8	17
	estate	NoC	37	-	160.6	61
	exchanges	NoC	4	-	160.6	14
	stance	NoC	9	-	160.6	22
	tones	NoC	19	+	160.5	8
	prepare	Verb	18	-	160.5	36
	solve	Verb	9	-	160.4	23
	tent	NoC	22	+	160.3	9
	lavatory	NoC	13	+	160.3	4
	kindly	Adj	10	+	160.1	3
	causing	Verb	20	-	160.0	38
	spread	Verb	68	+	160.0	44
	companions	NoC	18	+	160.0	7
	Victor	NoP	19	+	159.9	8
	moor	NoC	18	+	159.8	7
	joy	NoC	39	+	159.8	22
	happier	Adj	18	+	159.7	7
	sulphur	NoC	2	-	159.5	11
	bunch	NoC	23	+	159.4	10
	custody	NoC	7	-	159.4	19
	solo	NoC	3	-	159.4	13
	proudly	Adv	15	+	159.3	5
	connected	Verb	19	-	159.3	36
	entered	Verb	87	+	159.1	59
	stables	NoC	14	+	159.1	5
	rapidly	Adv	32	-	159.0	54
	detection	NoC	3	-	158.9	12
	Scots	NoC	5	-	158.6	16
	spontaneous	Adj	3	-	158.4	13
	Jewish	Adj	12	-	158.2	27
	morality	NoC	5	-	158.2	16
	in view of	Prep	7	-	158.1	19
	print	Verb	3	-	158.0	12
	assertion	NoC	2	-	157.9	11
	basement	NoC	17	+	157.9	7
	beneath	Adv	10	+	157.9	3
	rag	NoC	12	+	157.9	3
	Celtic	Adj	3	-	157.8	12
	Wallace	NoP	3	-	157.6	12
	Colin	NoP	12	-	157.6	27
	possession	NoC	18	-	157.6	35
	neighbouring	Adj	6	-	157.6	17
	Zambia	NoP	16	+	157.5	6
	launch	Verb	5	-	157.3	16
	laboratory	NoC	16	-	157.2	33
	implication	NoC	5	-	157.2	16
	with a view to	Prep	2	-	157.2	11
	notions	NoC	3	-	157.0	12
	preserve	Verb	7	-	156.9	19
	bin	NoC	14	+	156.7	5
	completing	Verb	3	-	156.6	12
	Simon	NoP	61	+	156.5	39
	reasonably	Adv	18	-	156.5	35
	missiles	NoC	3	-	156.5	13
	knot	NoC	14	+	156.5	5
	Kemp	NoP	13	+	156.5	4
	simultaneously	Adv	9	-	156.4	22
	personality	NoC	18	-	156.4	35
	ends	Verb	6	-	156.4	18
	calls	Verb	18	-	156.3	36
	Cornwall	NoP	5	-	156.2	15
	dealer	NoC	9	-	156.1	22
	metaphor	NoC	3	-	156.1	12
	meaningful	Adj	3	-	156.0	13
	prejudice	NoC	4	-	155.9	14
	maps	NoC	8	-	155.9	20
	valued	Verb	5	-	155.8	16
	junction	NoC	8	-	155.8	21
	day-to-day	Adj	3	-	155.7	12
	Coleridge	NoP	2	-	155.7	11
	symphony	NoC	2	-	155.7	11
	except for	Prep	34	+	155.6	18
	space	NoC	101	-	155.6	137
	orchestra	NoC	7	-	155.5	19
	sucking	Verb	10	+	155.4	3
	nineteenth-century	Adj	4	-	155.4	13
	thief	NoC	16	+	155.3	6
	commodity	NoC	3	-	155.3	12
	decorative	Adj	3	-	155.3	12
	filling	Verb	26	+	155.2	12
	separate	Verb	7	-	155.0	18
	sticking	Verb	17	+	155.0	6
	probable	Adj	5	-	154.9	16
	editors	NoC	2	-	154.9	11
	Robin	NoP	9	-	154.7	23
	breed	NoC	5	-	154.7	16
	mock	Adj	12	+	154.7	4
	studios	NoC	2	-	154.7	11
	succeed	Verb	11	-	154.7	26
	replacing	Verb	7	-	154.7	19
	mornings	NoC	16	+	154.6	6
	entertainment	NoC	10	-	154.6	24
	symbol	NoC	9	-	154.6	22
	loves	Verb	21	+	154.5	9
	logic	NoC	13	-	154.5	28
	Murray	NoP	5	-	154.4	16
	basically	Adv	9	-	154.3	22
	Linda	NoP	20	+	154.3	9
	express	NoC	3	-	154.2	13
	wings	NoC	40	+	154.2	22
	work	Verb	203	-	154.2	252
	blown	Verb	22	+	154.2	10
	piece	NoC	114	+	153.8	83
	Nick	NoP	42	+	153.7	24
	lingering	Adj	11	+	153.6	3
	altar	NoC	19	+	153.6	8
	fancied	Verb	10	+	153.6	3
	mobile	Adj	6	-	153.5	17
	adopting	Verb	2	-	153.5	10
	blade	NoC	22	+	153.4	9
	reporting	Verb	4	-	153.4	15
	monitored	Verb	3	-	153.3	11
	careless	Adj	13	+	153.3	4
	dates	NoC	9	-	153.3	22
	pursue	Verb	10	-	153.3	23
	conduct	Verb	5	-	153.1	15
	stopping	Verb	26	+	153.1	12
	ballet	NoC	5	-	153.0	15
	hauled	Verb	14	+	153.0	5
	privileges	NoC	3	-	152.9	12
	show	Verb	147	-	152.8	190
	graduate	NoC	2	-	152.8	11
	trailing	Verb	11	+	152.6	3
	accepted	Adj	4	-	152.5	13
	rough	Adj	50	+	152.4	30
	Mozart	NoP	5	-	152.4	15
	correctly	Adv	9	-	152.1	23
	radioactive	Adj	2	-	152.1	10
	oils	NoC	2	-	152.0	10
	disappointing	Adj	3	-	151.9	12
	golf	NoC	21	-	151.8	39
	pot	NoC	31	+	151.8	16
	rarely	Adv	29	-	151.7	50
	interference	NoC	6	-	151.7	18
	favour	Verb	3	-	151.6	12
	guns	NoC	33	+	151.6	17
	indicated	Verb	30	-	151.6	51
	necessity	NoC	9	-	151.4	22
	bladder	NoC	3	-	151.3	13
	contradiction	NoC	2	-	151.3	10
	supportive	Adj	2	-	151.2	10
	piles	NoC	14	+	151.1	5
	resident	NoC	3	-	150.9	11
	roses	NoC	27	+	150.8	13
	infants	NoC	2	-	150.8	11
	Adams	NoP	3	-	150.8	12
	documentary	NoC	3	-	150.8	11
	occasions	NoC	25	-	150.6	44
	hearing	Verb	37	+	150.4	20
	than	Conj	991	-	150.3	1095
	Islamic	Adj	6	-	150.3	16
	emphasized	Verb	3	-	150.1	11
	indoor	Adj	3	-	149.9	11
	celebrations	NoC	3	-	149.9	11
	predecessor	NoC	3	-	149.8	12
	peasants	NoC	6	-	149.7	17
	exchanged	Verb	20	+	149.7	9
	deaths	NoC	14	-	149.7	30
	deeper	Adv	16	+	149.5	6
	relief	NoC	92	+	149.5	64
	comfort	NoC	43	+	149.4	25
	unsuccessful	Adj	3	-	149.4	12
	Allan	NoP	4	-	149.3	13
	shared	Adj	7	-	149.3	19
	files	NoC	17	-	149.2	34
	borders	NoC	5	-	149.2	15
	composed	Verb	11	-	149.2	25
	rubbish	NoC	31	+	149.1	16
	dining	NoC	27	+	149.1	14
	working	Verb	150	-	149.1	192
	nightmare	NoC	26	+	149.0	12
	continent	NoC	7	-	149.0	19
	super	Adj	6	-	149.0	17
	keeping	Verb	82	+	148.7	56
	surfaces	NoC	6	-	148.6	17
	wins	Verb	3	-	148.5	11
	citizen	NoC	6	-	148.4	17
	comfort	Verb	14	+	148.4	5
	Eileen	NoP	10	+	148.4	3
	automatic	Adj	12	-	148.2	27
	mothers	NoC	21	-	148.2	39
	memories	NoC	42	+	148.2	24
	melted	Verb	11	+	148.1	3
	organise	Verb	5	-	147.9	16
	employ	Verb	8	-	147.8	20
	broken	Verb	62	+	147.6	40
	lacks	Verb	2	-	147.4	10
	since	Conj	272	-	147.4	328
	because*	Conj	783	+	147.0	697
	symbols	NoC	6	-	146.9	16
	straightforward	Adj	10	-	146.9	23
	mystery	NoC	37	+	146.9	21
	shore	NoC	27	+	146.9	13
	tremendous	Adj	8	-	146.8	21
	stubborn	Adj	11	+	146.8	3
	stacked	Verb	11	+	146.8	3
	Rebecca	NoP	13	+	146.6	4
	onset	NoC	2	-	146.5	11
	greedy	Adj	11	+	146.5	3
	Howard	NoP	43	+	146.4	25
	holds	Verb	16	-	146.4	32
	Wordsworth	NoP	3	-	146.3	12
	permit	Verb	7	-	146.3	18
	negotiating	Verb	2	-	146.2	10
	questions	NoC	112	-	146.2	149
	weaknesses	NoC	3	-	146.1	12
	specimen	NoC	4	-	146.0	14
	lives	NoC	61	-	146.0	88
	pilot	NoC	20	-	145.9	38
	harmony	NoC	5	-	145.9	15
	officially	Adv	9	-	145.8	22
	accommodate	Verb	6	-	145.8	17
	like	Adv	14	+	145.8	5
	though	Conj	315	+	145.8	262
	wolf	NoC	12	+	145.5	4
	garage	NoC	29	+	145.5	15
	print	NoC	11	-	145.3	25
	notebook	NoC	17	+	145.3	7
	trick	NoC	25	+	145.2	12
	substance	NoC	12	-	145.2	27
	biology	NoC	4	-	145.1	13
	detected	Verb	8	-	144.9	20
	Hope	NoP	15	+	144.8	5
	function	Verb	3	-	144.8	12
	evenings	NoC	26	+	144.7	13
	decisive	Adj	5	-	144.6	16
	owe	Verb	21	+	144.5	9
	victim	NoC	27	-	144.5	47
	fulfil	Verb	5	-	144.4	14
	ankle	NoC	19	+	144.1	8
	spread	NoC	9	-	144.1	21
	establishments	NoC	2	-	144.0	11
	seeds	NoC	8	-	143.8	20
	calling	Verb	59	+	143.8	38
	mate	NoC	23	+	143.8	11
	distracted	Verb	11	+	143.8	3
	low	Adj	134	-	143.7	174
	clarify	Verb	2	-	143.7	11
	celebrated	Verb	4	-	143.7	13
	laid	Verb	83	+	143.6	57
	interval	NoC	6	-	143.5	17
	striped	Adj	12	+	143.5	4
	close	Adj	162	+	143.5	125
	executed	Verb	6	-	143.4	17
	teenagers	NoC	3	-	143.2	12
	cheered	Verb	11	+	143.0	3
	forthcoming	Adj	8	-	143.0	20
	organs	NoC	4	-	143.0	13
	thigh	NoC	16	+	142.9	7
	Newman	NoP	20	+	142.8	9
	Bradford	NoP	5	-	142.8	14
	wander	Verb	14	+	142.8	5
	sheets	NoC	36	+	142.7	20
	Barnes	NoP	6	-	142.7	17
	balcony	NoC	19	+	142.7	8
	designer	NoC	10	-	142.6	23
	lean	Adj	14	+	142.3	5
	horrified	Adj	12	+	142.3	4
	guards	NoC	26	+	142.1	13
	Robertson	NoP	3	-	142.0	11
	prison	NoC	49	-	142.0	74
	medicine	NoC	17	-	141.8	32
	pays	Verb	6	-	141.6	17
	machine	NoC	62	-	141.6	89
	relaxation	NoC	5	-	141.6	15
	exploded	Verb	20	+	141.5	9
	mayor	NoC	10	-	141.4	22
	while	Conj	486	-	141.2	557
	profound	Adj	7	-	141.1	18
	midday	NoC	12	+	141.1	4
	divide	Verb	4	-	141.0	13
	clearance	NoC	3	-	141.0	11
	bells	NoC	19	+	141.0	8
	steal	Verb	18	+	140.9	7
	second	NoC	74	+	140.9	50
	fading	Verb	10	+	140.8	3
	Maxwell	NoP	5	-	140.6	15
	partially	Adv	6	-	140.6	16
	Bennett	NoP	2	-	140.5	10
	straight	Adj	45	+	140.4	27
	seasons	NoC	5	-	140.4	15
	soldier	NoC	31	+	140.4	16
	guaranteed	Verb	5	-	140.3	16
	spotted	Verb	24	+	140.3	11
	tense	Adj	18	+	140.3	8
	worthwhile	Adj	7	-	140.2	17
	summoned	Verb	19	+	140.0	8
	clear	Verb	36	+	139.8	20
	tourist	NoC	11	-	139.8	24
	Charles	NoP	125	+	139.8	94
	split	NoC	2	-	139.7	10
	address	Verb	9	-	139.7	21
	round	Adj	44	+	139.7	27
	spoon	NoC	14	+	139.6	5
	unlike	Prep	29	-	139.4	48
	Katie	NoP	10	+	139.4	3
	indoors	Adv	14	+	139.3	5
	admired	Verb	21	+	139.3	10
	presume	Verb	10	+	139.2	3
	curse	NoC	10	+	139.1	3
	severely	Adv	9	-	138.9	22
	both	DetP	281	-	138.9	335
	tissue	NoC	11	-	138.8	25
	Land	NoP-	6	-	138.7	16
	lace	NoC	21	+	138.7	10
	Gregory	NoP	4	-	138.6	13
	landscape	NoC	21	-	138.5	38
	choosing	Verb	8	-	138.5	20
	interrupt	Verb	10	+	138.4	3
	inspection	NoC	11	-	138.3	24
	lined	Verb	22	+	138.3	11
	Leonard	NoP	4	-	138.3	13
	Hugh	NoP	34	+	138.1	19
	Talbot	NoP	12	+	138.0	4
	faith	NoC	37	-	138.0	59
	suffering	Verb	16	-	138.0	31
	masses	NoC	6	-	137.8	16
	width	NoC	5	-	137.8	14
	brass	NoC	26	+	137.7	13
	condemned	Verb	7	-	137.7	17
	Lambert	NoP	14	+	137.5	5
	eighteen	Num	29	+	137.4	15
	qualified	Verb	6	-	137.4	16
	aluminium	NoC	4	-	137.3	13
	nearest	Adj	32	+	137.2	18
	shelf	NoC	25	+	137.1	12
	sober	Adj	13	+	137.1	5
	point	Verb	20	-	137.1	36
	carry	Verb	76	-	137.1	105
	manners	NoC	16	+	136.8	7
	tennis	NoC	17	-	136.8	33
	Palmer	NoP	3	-	136.7	11
	alongside	Prep	19	-	136.7	35
	without	Prep	537	+	136.5	469
	analyst	NoC	2	-	136.5	10
	abnormal	Adj	3	-	136.4	11
	pretence	NoC	11	+	136.3	3
	stepping	Verb	19	+	136.2	8
	favoured	Verb	6	-	136.2	17
	handling	Verb	6	-	136.1	17
	unfortunately	Adv	30	-	136.0	50
	posed	Verb	6	-	136.0	16
	ladder	NoC	22	+	135.9	11
	net	NoC	14	-	135.9	29
	lighting	NoC	9	-	135.8	20
	naughty	Adj	11	+	135.8	4
	Jan*	NoP	6	-	135.8	17
	Mercedes	NoP	13	+	135.8	5
	squadron	NoC	6	-	135.7	16
	affection	NoC	25	+	135.6	13
	Curtis	NoP	14	+	135.6	5
	training	Verb	3	-	135.4	12
	tactics	NoC	7	-	135.3	18
	jumping	Verb	16	+	135.3	6
	fascinated	Verb	15	+	135.2	6
	feathers	NoC	17	+	135.1	7
	dying	Adj	21	+	134.9	10
	Wheeler	NoP	11	+	134.9	3
	kingdom	NoC	12	-	134.9	26
	study	Verb	19	-	134.8	36
	expected	Verb	130	-	134.8	167
	beloved	Adj	14	+	134.8	5
	confused	Verb	12	+	134.7	4
	picnic	NoC	13	+	134.6	5
	appalled	Adj	11	+	134.2	4
	checks	NoC	2	-	134.1	10
	attempted	Verb	17	-	134.1	32
	meet	Verb	175	+	134.1	138
	inch	NoC	28	+	134.1	15
	re	Prep	3	-	134.1	12
	drunken	Adj	14	+	134.1	5
	lakes	NoC	5	-	134.0	15
	reputation	NoC	26	-	134.0	44
	equipped	Verb	8	-	133.9	20
	artificial	Adj	11	-	133.6	24
	defeated	Verb	8	-	133.6	19
	proposition	NoC	6	-	133.3	17
	fleet	NoC	11	-	133.2	23
	abortion	NoC	5	-	133.2	15
	able	Adj	259	-	133.2	310
	keyboard	NoC	3	-	133.1	12
	agrees	Verb	3	-	133.1	12
	David	NoP	130	-	133.0	167
	dedicated	Verb	5	-	133.0	15
	bite	Verb	12	+	132.9	4
	determination	NoC	18	-	132.9	34
	photographic	Adj	3	-	132.8	12
	importantly	Adv	6	-	132.7	16
	races	NoC	8	-	132.6	19
	Jo	NoP	15	+	132.6	6
	Cook	NoP	8	-	132.4	19
	Hunt	NoP	5	-	132.2	14
	uniform	Adj	4	-	132.2	14
	perceive	Verb	3	-	132.1	11
	surviving	Adj	5	-	132.1	15
	urgently	Adv	17	+	132.1	7
	continuing	Verb	11	-	132.0	23
	sorted	Verb	17	+	131.9	7
	sort	Verb	23	+	131.9	11
	heating	NoC	10	-	131.8	22
	veins	NoC	16	+	131.7	7
	opinions	NoC	9	-	131.7	21
	wartime	NoC	4	-	131.5	13
	rabbit	NoC	24	+	131.5	12
	at best	Adv	3	-	131.5	11
	timing	NoC	9	-	131.3	21
	stride	NoC	11	+	131.3	4
	sinister	Adj	15	+	131.3	6
	brave	Adj	29	+	131.3	15
	brand	NoC	6	-	131.2	17
	distances	NoC	3	-	131.2	11
	visits	NoC	17	-	131.1	33
	advertisements	NoC	4	-	131.1	13
	dose	NoC	8	-	131.0	20
	realities	NoC	3	-	131.0	11
	toe	NoC	13	+	130.9	5
	humour	NoC	37	+	130.7	21
	boot	NoC	23	+	130.7	12
	trainer	NoC	4	-	130.7	12
	Hamlet	NoP	10	+	130.7	3
	attach	Verb	3	-	130.7	10
	added	Adj	7	-	130.6	18
	returns	Verb	5	-	130.6	15
	Portugal	NoP	5	-	130.5	14
	bombing	NoC	3	-	130.5	11
	defending	Verb	4	-	130.5	13
	stones	NoC	50	+	130.5	31
	courage	NoC	32	+	130.4	17
	rush	Verb	15	+	130.3	6
	explanation	NoC	35	-	130.2	56
	sells	Verb	3	-	130.2	11
	morale	NoC	4	-	130.1	12
	churchyard	NoC	12	+	130.1	4
	Chelsea	NoP	7	-	130.1	18
	spoil	Verb	12	+	129.8	4
	repairs	NoC	5	-	129.8	14
	simplest	Adj	4	-	129.8	12
	bald	Adj	13	+	129.7	5
	bail	NoC	3	-	129.7	10
	lunchtime	NoC	16	+	129.6	6
	peat	NoC	3	-	129.5	11
	awe	NoC	12	+	129.5	4
	isolated	Verb	5	-	129.5	15
	forward	Adj	5	-	129.4	14
	brochure	NoC	2	-	129.4	10
	unsure	Adj	13	+	129.3	5
	prolonged	Adj	4	-	129.2	13
	Palestine	NoP	3	-	129.2	11
	Turkish	Adj	7	-	129.2	17
	emphasised	Verb	5	-	129.1	15
	opening	Verb	41	+	129.1	24
	cheer	Verb	11	+	128.9	4
	buried	Verb	38	+	128.8	22
	charts	NoC	4	-	128.8	13
	fears	NoC	19	-	128.8	34
	residence	NoC	9	-	128.6	21
	guarded	Verb	11	+	128.6	4
	panels	NoC	5	-	128.5	14
	signal	NoC	17	-	128.5	33
	steadily	Adv	29	+	128.4	16
	hole	NoC	62	+	128.4	41
	regretted	Verb	12	+	128.1	4
	hairs	NoC	12	+	128.1	4
	slope	NoC	24	+	128.1	12
	wrong	Adv	11	+	128.0	4
	best	Adj	234	-	127.9	282
	ignored	Verb	50	+	127.9	31
	lounge	NoC	23	+	127.9	12
	gorgeous	Adj	11	+	127.9	3
	disliked	Verb	14	+	127.7	5
	shy	Adj	20	+	127.7	9
	opponent	NoC	7	-	127.7	18
	upper	Adj	41	-	127.6	63
	greenhouse	NoC	4	-	127.5	12
	throughout	Adv	3	-	127.3	11
	disappointment	NoC	27	+	127.3	14
	confession	NoC	13	+	127.2	5
	jungle	NoC	19	+	127.2	8
	by far	Adv	3	-	127.1	12
	gathering	Verb	18	+	127.1	8
	apologise	Verb	12	+	127.0	4
	books	NoC	110	-	126.9	143
	Rome	NoP	23	-	126.9	40
	owned	Verb	24	-	126.9	41
	magic	NoC	26	+	126.9	13
	Mortimer	NoP	12	+	126.9	4
	Stephanie	NoP	10	+	126.7	3
	visit	NoC	62	-	126.6	88
	lectures	NoC	6	-	126.6	17
	inside	NoC	20	+	126.5	9
	feelings	NoC	76	+	126.5	53
	checking	Verb	26	+	126.4	13
	badly	Adv	62	+	126.4	41
	invention	NoC	5	-	126.4	14
	landed	Verb	30	+	126.4	16
	hood	NoC	12	+	126.4	4
	Rupert	NoP	14	+	126.3	5
	asylum	NoC	3	-	126.2	12
	solemn	Adj	11	+	126.1	4
	transformed	Verb	8	-	126.0	20
	help	Verb	316	+	126.0	266
	gothic	Adj	5	-	126.0	15
	educated	Verb	6	-	126.0	16
	Drew	NoP	11	+	126.0	4
	Milan	NoP	4	-	126.0	12
